,s_id,Station_name,Street,Neighbourhood,Area_loc,s_lat,s_lon,s_num_docks,Size_bucket
271,1187,"St. John's Wood Road, St. John's Wood",St. John's Wood Road,St. John's Wood,North,51.527294,-0.174653,35,150
272,1156,"Bedford Way, Bloomsbury",Bedford Way,Bloomsbury,Central,51.523673,-0.128377,23,100
273,1138,"Elizabeth Bridge, Victoria",Elizabeth Bridge,Victoria,South_West,51.492369,-0.147478,32,150
274,3493,"South Audley Street, Mayfair",South Audley Street,Mayfair,Central,51.50923,-0.151289,15,50
275,3496,"St Mary's Hospital, Paddington",St Mary's Hospital,Paddington,Central,51.518268,-0.171103,20,100
276,1135,"Claverton Street, Pimlico",Claverton Street,Pimlico,South_West,51.484839,-0.138089,32,150
277,1206,"Montpelier Street, Knightsbridge",Montpelier Street,Knightsbridge,South_West,51.498884,-0.165471,15,50
278,1214,"Kensington Olympia Station, Olympia",Kensington Olympia Station,Olympia,South_West,51.498157,-0.209494,23,100
279,1195,"St. George's Square, Pimlico",St. George's Square,Pimlico,South_West,51.488226,-0.135635,16,100
280,1216,"Swan Street, The Borough",Swan Street,The Borough,East,51.500296,-0.092762,26,100
281,200069,"Knaresborough Place, Earl's Court",Knaresborough Place,Earl's Court,South_West,51.493631,-0.190603,18,100
282,3498,"Geraldine Street, Elephant & Castle",Geraldine Street,Elephant & Castle,South_West,51.496127,-0.106,17,100
283,1213,"Curlew Street, Shad Thames",Curlew Street,Shad Thames,East,51.502279,-0.074189,20,100
284,1196,"Vincent Square, Westminster",Vincent Square,Westminster,South_West,51.493985,-0.136928,18,100
285,1217,"Serpentine Car Park, Hyde Park",Serpentine Car Park,Hyde Park,Central,51.505014,-0.17306,14,50
286,1152,"Marylebone Lane, Marylebone",Marylebone Lane,Marylebone,Central,51.514759,-0.148105,23,100
287,3492,"Putney Pier, Wandsworth",Putney Pier,Wandsworth,South_West,51.466907,-0.216573,27,100
